age,competative_exams,access_to_internet,study_hours_per_day,has_scholarship,extracurricular_activities,fam_fin_status,health,f_edu,m_edu,f_job,m_job,alcoholic,additional_tuition,fam_size,fam_relation,prev_percent_1,prev_percent_2,prev_percent_3,gender_F,gender_M,residence_D,residence_H,location_R,location_U,TARGET_PREDICTION_PERCENT
20,0,1,4,1,0,1,5,1,1,0,0,1,0,5,5,80,77,75,False,True,False,True,True,False,87
21,0,1,4,1,1,3,5,1,1,0,0,1,0,4,5,85,82,66,True,False,False,True,False,True,58
20,0,1,1,0,1,4,3,3,4,0,0,0,0,3,3,86,90,82,True,False,True,False,False,True,70
16,0,0,2,1,0,2,2,3,1,1,0,3,1,3,3,87,90,83,True,False,True,False,True,False,88
22,0,0,2,0,1,3,5,1,3,1,1,1,0,4,5,84,78,75,True,False,True,False,False,True,82
7,0,1,8,1,1,3,3,5,4,1,0,0,1,11,3,68,90,82,False,True,True,False,False,True,80
21,0,1,3,1,0,2,1,4,4,1,1,0,0,4,2,71,75,80,True,False,False,True,False,True,72
20,1,1,4,0,1,5,3,5,3,1,1,1,1,6,1,90,92,78,True,False,False,True,False,True,90
24,0,0,5,1,0,4,4,4,4,1,0,1,1,4,4,89,92,79,False,True,True,False,False,True,90
16,0,0,1,0,1,3,5,1,3,1,0,2,1,4,5,84,87,83,False,True,True,False,False,True,84
21,1,1,5,0,0,2,4,5,5,1,0,0,0,6,5,86,84,87,True,False,True,False,False,True,85
19,0,1,4,1,1,5,5,5,5,1,1,0,0,3,5,46,69,58,True,False,True,False,True,False,55
22,0,1,5,1,1,3,5,3,1,1,0,1,0,3,4,75,73,73,True,False,True,False,False,True,77
20,1,0,4,0,1,4,2,3,5,1,1,2,1,2,3,50,74,64,False,True,False,True,False,True,90
22,1,1,3,0,1,2,4,1,5,1,0,0,1,6,5,94,98,87,True,False,False,True,True,False,56
21,1,1,6,1,1,3,5,3,1,1,0,1,0,4,5,84,84,76,True,False,False,True,False,True,83
22,1,1,5,0,1,3,4,3,3,0,0,1,1,5,4,91,80,70,False,True,False,True,False,True,80
21,0,1,1,0,0,3,5,4,2,0,1,0,0,2,5,53,60,59,True,False,True,False,True,False,60
19,0,0,6,0,1,1,4,4,1,1,0,3,0,3,3,51,81,69,True,False,True,False,True,False,83
22,1,1,7,1,0,3,3,5,4,0,0,1,0,4,4,74,83,74,False,True,True,False,True,False,77
21,0,1,3,1,1,2,5,3,2,1,0,0,1,6,3,61,71,95,False,True,True,False,True,False,71
15,0,0,1,1,1,3,2,2,2,1,0,1,1,3,4,45,54,57,True,False,True,False,True,False,50
16,1,1,1,0,1,4,5,1,1,1,1,4,1,3,5,86,88,74,True,False,False,True,False,True,80
21,1,0,2,1,0,5,5,3,4,1,0,4,1,3,4,58,60,57,False,True,False,True,True,False,59
26,0,0,4,1,0,2,4,2,2,1,0,0,1,6,1,87,90,79,False,True,True,False,True,False,91
19,0,1,3,0,1,4,3,4,5,1,0,0,0,6,5,98,89,92,True,False,True,False,False,True,96
19,1,1,4,1,1,2,4,3,3,0,0,1,1,4,2,97,90,70,False,True,False,True,True,False,86
24,1,1,6,0,0,3,4,5,2,0,1,0,1,3,5,54,46,92,False,True,True,False,True,False,68
26,1,1,3,1,0,5,4,3,2,1,1,4,0,5,2,88,99,90,True,False,True,False,True,False,92
24,1,1,10,1,1,3,5,5,3,1,1,1,1,4,4,90,92,86,False,True,True,False,True,False,91
15,1,1,2,0,0,2,4,2,2,0,0,4,1,3,4,78,80,82,True,False,True,False,False,True,79
20,0,1,4,0,1,3,4,4,4,1,0,1,1,5,5,91,86,61,True,False,False,True,False,True,79
18,1,0,10,0,0,2,4,4,2,1,1,1,0,4,5,58,85,82,True,False,True,False,True,False,64
15,1,1,1,1,1,5,3,2,3,1,1,1,1,5,3,78,87,83,False,True,True,False,False,True,81
22,0,1,2,1,0,3,3,5,5,1,0,0,0,4,5,81,34,68,False,True,False,True,False,True,95
17,0,1,2,0,1,2,3,3,5,1,0,0,0,6,5,90,86,75,True,False,True,False,False,True,70
21,1,1,8,1,1,3,5,4,4,1,0,0,1,4,5,87,80,83,False,True,False,True,False,True,82
20,0,1,4,1,1,2,5,2,5,1,0,1,0,4,5,76,80,89,False,True,False,True,False,True,76
20,1,1,4,0,1,4,2,4,4,1,0,0,1,4,2,87,90,83,True,False,False,True,False,True,98
19,1,1,4,0,0,3,3,4,3,0,0,3,0,6,5,94,75,71,True,False,False,True,True,False,80
20,0,1,3,1,0,3,5,2,1,0,1,1,0,3,3,75,76,88,False,True,False,True,False,True,78
21,0,1,1,1,1,4,4,4,4,0,0,1,0,4,3,80,82,81,False,True,True,False,False,True,82
21,1,1,1,1,1,5,1,2,5,1,0,1,1,6,5,56,94,99,True,False,True,False,False,True,99
19,0,1,8,0,1,4,5,3,5,1,1,1,0,3,5,90,94,80,False,True,False,True,False,True,75
16,1,1,2,1,1,4,3,2,2,1,1,1,1,4,4,98,89,92,False,True,True,False,True,False,91
16,1,0,2,1,0,3,2,3,1,1,1,2,1,3,3,80,92,92,True,False,True,False,False,True,90
16,1,1,5,0,0,4,4,4,4,1,1,2,1,3,5,87,92,91,True,False,True,False,False,True,87
23,0,1,2,1,1,4,5,4,5,0,0,0,0,4,5,98,80,91,True,False,False,True,False,True,84
19,0,1,2,0,1,2,3,3,2,1,0,0,0,3,4,70,86,77,False,True,True,False,False,True,86
22,1,1,14,0,0,3,3,3,1,0,0,1,0,6,3,89,75,58,True,False,False,True,False,True,74
21,1,1,5,1,1,3,4,3,4,0,0,1,0,6,5,80,78,60,False,True,False,True,False,True,73
20,0,1,5,1,1,4,5,4,4,0,0,1,0,4,5,84,92,70,False,True,False,True,True,False,80
15,1,1,3,1,0,2,5,2,3,1,1,1,1,5,5,87,83,75,False,True,True,False,False,True,84
21,0,1,4,1,0,4,4,4,3,1,1,2,1,3,3,92,99,91,True,False,True,False,True,False,98
18,0,1,3,0,1,2,3,4,5,1,0,0,0,5,4,91,64,70,True,False,False,True,False,True,78
15,0,1,2,0,1,5,5,4,4,1,1,1,0,6,4,82,80,80,False,True,True,False,False,True,80
22,0,1,5,0,1,3,3,3,3,1,1,3,1,6,4,89,90,76,False,True,False,True,False,True,80
16,1,1,2,0,0,4,4,2,2,0,1,2,0,3,4,87,85,76,True,False,True,False,False,True,79
22,0,0,1,1,2,4,5,3,2,1,0,0,0,4,4,96,89,95,True,False,True,False,False,True,91
23,0,1,8,0,0,4,4,3,1,1,0,2,1,4,4,75,83,68,False,True,False,True,True,False,90
20,0,1,1,0,0,4,5,3,3,1,0,0,0,5,5,66,44,56,False,True,False,True,False,True,60
23,0,1,10,0,1,1,5,2,3,0,0,0,0,3,4,71,62,68,False,True,True,False,False,True,79
23,0,1,6,1,1,4,5,4,2,0,0,0,1,6,4,84,69,92,True,False,False,True,False,True,86
19,0,1,7,0,1,4,5,5,4,1,1,0,0,4,5,92,91,89,True,False,True,False,False,True,91
25,0,1,6,0,0,5,5,5,4,1,1,4,0,5,2,88,81,84,True,False,False,True,False,True,82
21,0,1,2,0,1,4,5,5,5,1,0,0,0,4,5,77,78,80,False,True,True,False,False,True,85
21,0,1,4,0,0,2,3,2,3,0,0,0,1,2,3,82,53,71,True,False,True,False,False,True,50
20,0,0,6,1,0,3,5,5,2,1,1,3,1,4,3,88,96,100,False,True,True,False,False,True,95
22,0,0,7,1,0,3,5,2,4,1,0,0,1,4,5,80,90,92,True,False,True,False,False,True,90
19,1,0,9,0,1,3,3,3,1,0,1,0,0,3,5,90,80,83,False,True,True,False,False,True,84
23,0,1,5,0,1,3,2,4,1,1,0,2,1,3,4,30,31,38,False,True,False,True,True,False,33
16,0,1,2,0,0,3,4,2,2,1,0,4,1,4,4,84,100,95,False,True,True,False,False,True,90
24,0,1,1,0,1,5,5,5,3,1,0,0,1,2,4,96,95,80,False,True,False,True,False,True,84
22,1,1,6,1,0,4,5,4,3,1,0,0,0,3,3,90,100,89,False,True,True,False,False,True,92
15,1,1,2,1,1,1,2,4,3,1,1,2,1,3,4,88,76,33,True,False,True,False,False,True,95
20,0,1,4,0,1,3,4,4,3,0,0,1,0,4,4,78,79,88,False,True,False,True,True,False,76
15,0,1,4,1,1,4,1,1,1,1,1,4,0,4,3,65,77,75,True,False,True,False,False,True,72
12,0,0,5,1,0,3,1,3,3,1,0,0,1,13,3,66,78,85,True,False,False,True,True,False,76
24,1,1,6,1,0,2,5,5,3,0,0,0,1,6,5,77,71,61,True,False,False,True,False,True,71
19,0,1,2,0,1,4,4,5,5,1,1,1,1,5,4,97,94,72,True,False,False,True,False,True,88
23,1,1,5,0,0,1,5,5,4,0,1,1,1,2,1,35,84,76,False,True,True,False,False,True,85
20,0,0,3,1,1,2,5,5,4,0,0,1,1,4,1,73,69,69,True,False,True,False,True,False,75
23,1,1,7,1,1,3,3,3,3,0,0,3,1,6,4,92,89,76,False,True,False,True,True,False,81
19,0,1,4,0,1,3,3,5,5,1,1,0,0,4,5,94,95,92,True,False,False,True,False,True,90
24,0,1,4,0,0,3,3,1,2,0,0,0,0,5,5,60,53,73,False,True,True,False,True,False,53
16,0,1,2,0,0,4,3,3,3,1,1,2,1,3,2,91,90,95,True,False,True,False,False,True,94
19,1,1,7,1,2,3,3,3,2,1,0,0,1,5,4,77,84,89,False,True,True,False,False,True,88
21,0,1,2,1,1,3,5,3,2,0,0,1,1,5,5,79,81,75,False,True,False,True,False,True,78
20,0,1,2,1,0,2,5,4,2,1,0,0,0,6,4,76,70,68,True,False,True,False,False,True,71
23,1,1,3,0,1,3,2,3,2,1,1,0,1,3,2,86,89,77,True,False,False,True,False,True,57
22,1,1,1,1,1,1,2,5,2,1,0,3,0,3,4,84,80,84,False,True,False,True,False,True,85
21,0,1,1,0,0,1,2,2,3,1,1,0,0,4,4,68,67,67,False,True,True,False,True,False,8
20,1,1,9,1,1,4,5,2,1,1,0,4,1,5,5,90,89,86,True,False,False,True,True,False,99
19,0,1,8,1,0,4,4,1,1,0,0,4,0,4,4,64,65,69,False,True,False,True,True,False,86
20,0,1,3,1,1,3,4,4,3,1,1,1,0,4,5,72,71,76,False,True,False,True,True,False,83
20,0,0,2,1,1,5,2,5,2,0,0,0,0,4,5,91,90,55,False,True,True,False,False,True,97
25,1,0,7,1,1,4,1,5,1,0,1,1,0,11,5,71,78,76,False,True,True,False,True,False,75
22,0,1,7,0,0,4,1,2,3,0,1,1,0,3,2,67,71,72,False,True,True,False,True,False,70
16,0,0,2,1,1,3,4,3,3,1,1,1,1,4,5,89,92,81,True,False,True,False,False,True,93
18,1,1,4,1,4,5,4,4,5,1,0,0,0,3,5,99,93,98,False,True,False,True,False,True,94
19,0,1,2,0,1,3,4,3,2,1,1,3,0,5,1,57,52,72,False,True,False,True,True,False,60
15,1,1,2,1,1,3,4,1,1,1,0,0,1,4,4,65,60,72,True,False,True,False,True,False,61
20,1,1,2,1,1,3,4,4,3,0,0,1,0,4,5,70,69,89,False,True,True,False,False,True,84
22,0,1,2,0,1,3,3,2,1,0,1,1,0,2,3,77,78,80,False,True,True,False,True,False,77
20,0,1,2,0,1,3,5,4,2,0,1,0,1,5,4,49,65,71,True,False,True,False,True,False,59
20,1,1,5,0,0,5,4,5,5,1,0,0,0,4,5,93,85,82,True,False,False,True,False,True,81
19,0,1,5,0,1,3,5,5,4,1,1,0,1,4,5,95,97,91,True,False,False,True,False,True,92
17,1,1,7,1,1,3,4,3,3,0,0,2,1,5,3,76,69,72,True,False,True,False,True,False,74
20,0,1,3,1,0,2,4,2,4,1,0,0,0,3,5,74,72,70,True,False,True,False,False,True,74
10,0,0,4,1,1,2,3,5,5,0,0,0,0,15,1,95,93,73,True,False,False,True,True,False,87
21,1,1,5,1,1,5,5,5,5,1,1,1,1,3,4,61,65,59,False,True,True,False,False,True,62
32,0,0,4,1,0,4,2,1,2,0,1,0,0,11,3,86,90,94,True,False,True,False,True,False,84
22,0,1,5,0,2,4,5,4,3,1,0,0,1,4,4,90,80,89,False,True,True,False,False,True,85
27,1,1,5,0,0,3,3,1,1,0,0,1,1,6,4,90,85,66,False,True,False,True,True,False,80
21,0,1,6,1,2,4,4,4,3,1,1,0,1,3,4,93,99,92,True,False,False,True,False,True,90
19,1,1,1,0,0,3,4,3,3,1,0,1,0,4,5,86,94,89,True,False,False,True,True,False,86
19,0,1,3,1,1,3,5,5,3,1,0,0,0,4,5,92,93,95,False,True,False,True,True,False,92
22,0,1,1,0,1,2,5,5,1,0,1,0,1,3,4,58,64,60,False,True,False,True,True,False,56
19,0,0,2,0,0,4,1,4,4,1,0,1,0,3,4,76,89,81,True,False,True,False,False,True,89
15,1,1,2,1,1,4,3,4,4,1,1,1,1,4,4,92,93,95,True,False,False,True,False,True,92
28,1,0,7,0,1,1,5,2,2,0,0,2,1,5,5,58,65,68,True,False,False,True,False,True,77
15,1,1,2,0,1,4,5,4,4,1,0,2,0,5,4,54,66,67,False,True,True,False,True,False,63
21,0,1,7,0,1,3,5,2,4,1,0,1,0,4,5,83,81,56,True,False,True,False,True,False,87
22,1,1,4,1,0,4,5,1,1,1,0,3,1,3,4,85,92,87,True,False,False,True,False,True,73
21,1,0,8,1,0,1,4,5,1,1,0,1,1,5,1,34,39,40,True,False,True,False,True,False,38
16,0,1,1,0,1,4,4,4,3,1,1,0,0,4,3,39,47,56,False,True,True,False,False,True,50
15,1,1,2,0,1,4,5,4,3,1,1,2,0,4,4,82,85,83,False,True,True,False,False,True,84
18,1,1,8,0,1,4,4,4,5,0,0,1,0,5,4,92,91,77,False,True,False,True,False,True,87
21,0,1,2,0,1,3,5,1,1,1,0,1,0,5,5,82,71,80,True,False,True,False,False,True,81
19,0,1,4,1,0,5,4,3,2,1,1,2,1,3,3,79,85,82,True,False,True,False,True,False,94
21,1,1,6,0,0,3,4,2,4,0,1,0,1,6,3,97,73,60,True,False,True,False,True,False,49
19,1,1,5,2,4,5,3,5,2,1,1,0,1,5,3,93,90,92,True,False,False,True,False,True,90
20,1,1,2,1,1,5,5,5,5,1,0,0,1,4,5,87,90,76,True,False,False,True,False,True,87
24,1,1,2,1,1,3,5,4,5,0,0,0,1,4,5,97,76,56,True,False,True,False,True,False,95
21,1,1,3,0,1,4,5,4,4,1,1,0,0,4,5,89,87,89,True,False,True,False,False,True,90
22,1,1,8,0,0,4,5,2,5,0,1,0,0,5,5,54,50,51,False,True,True,False,True,False,55
20,0,0,1,0,1,4,5,2,2,0,0,0,1,6,4,86,67,87,True,False,True,False,False,True,97
26,1,1,7,0,1,1,5,2,3,1,1,4,1,3,2,64,82,89,False,True,True,False,True,False,63
26,0,1,4,1,0,3,1,5,3,0,0,0,0,3,3,73,85,72,False,True,False,True,False,True,76
21,1,1,10,1,0,5,4,5,1,1,0,1,1,4,3,91,93,82,False,True,True,False,False,True,93
26,0,0,4,1,0,2,4,2,2,1,0,0,1,6,1,87,90,79,False,True,True,False,True,False,89
21,1,1,5,0,1,2,3,2,2,1,1,1,1,4,1,88,90,85,True,False,False,True,False,True,92
18,0,1,4,1,0,1,3,1,3,1,1,3,1,4,4,60,70,75,True,False,True,False,True,False,61
22,1,1,6,0,0,2,5,2,4,1,0,0,0,6,4,47,51,66,False,True,True,False,False,True,71
23,1,1,2,1,1,4,4,5,2,1,1,0,0,3,3,80,55,73,True,False,True,False,False,True,73
24,1,1,9,0,0,4,3,1,3,1,1,0,1,5,1,56,84,89,False,True,True,False,True,False,66
26,0,1,4,1,0,4,4,2,1,1,0,2,0,3,5,75,82,71,False,True,False,True,True,False,92
19,0,1,6,1,1,4,4,5,3,1,0,1,0,4,5,76,79,78,False,True,False,True,False,True,88
19,1,1,2,0,0,4,4,4,5,1,1,0,0,5,4,71,73,67,True,False,True,False,False,True,92
24,0,0,8,1,1,1,3,2,1,1,0,0,0,3,4,54,55,74,False,True,False,True,True,False,60
19,1,1,2,0,1,3,4,4,4,1,1,1,0,3,4,82,85,81,True,False,True,False,False,True,82
20,1,1,5,1,1,5,4,3,4,1,0,0,0,5,5,54,76,98,False,True,False,True,False,True,65
19,0,1,10,1,0,3,5,4,1,1,0,4,1,4,5,79,82,75,True,False,False,True,True,False,92
22,0,1,2,0,1,4,4,4,4,1,0,1,0,4,4,80,73,78,True,False,True,False,False,True,83
21,0,1,3,0,0,4,5,1,1,1,0,1,0,4,5,75,75,75,True,False,True,False,False,True,70
17,1,1,2,0,1,2,5,3,1,1,0,4,1,4,5,63,79,84,False,True,True,False,True,False,75
20,0,1,5,0,0,4,4,4,4,0,0,1,0,7,5,96,98,90,False,True,False,True,False,True,95
20,1,1,0,1,0,3,5,5,3,1,0,1,0,4,5,80,77,81,False,True,True,False,False,True,81
20,1,1,2,1,1,3,4,1,4,0,1,1,0,3,5,90,76,65,False,True,True,False,False,True,30
21,0,1,1,0,1,3,4,3,1,0,0,1,0,4,4,67,63,62,True,False,True,False,False,True,63
27,0,0,8,0,1,1,4,5,4,1,1,1,1,5,2,30,32,39,True,False,True,False,False,True,34
15,0,1,3,0,1,4,5,3,4,1,0,0,0,5,4,76,80,82,True,False,True,False,False,True,82
21,0,1,0,0,0,3,3,1,1,1,0,3,0,6,3,65,64,63,False,True,True,False,False,True,68
27,1,1,4,1,1,4,4,2,1,1,0,4,1,3,4,75,71,66,False,True,True,False,True,False,93
20,1,1,2,1,1,3,4,3,3,1,0,1,0,4,5,76,74,90,False,True,False,True,True,False,80
20,0,1,5,0,1,3,3,1,1,0,0,1,0,4,4,79,75,96,True,False,False,True,True,False,76
31,0,1,3,1,0,3,5,3,4,1,1,1,1,7,3,74,74,85,True,False,False,True,True,False,77
23,0,1,2,0,1,1,3,3,3,1,0,0,0,3,5,85,88,85,True,False,True,False,False,True,87
15,1,1,1,0,0,5,5,4,4,1,1,3,1,6,5,35,45,55,False,True,False,True,True,False,52
25,0,0,10,1,1,1,3,5,3,1,1,0,1,4,2,59,57,84,True,False,False,True,True,False,65
21,1,1,2,0,0,3,3,2,5,0,0,0,1,5,4,89,65,88,False,True,False,True,True,False,96
21,0,1,2,0,1,2,3,1,2,1,0,0,1,3,3,69,85,90,True,False,True,False,True,False,83
20,1,1,6,0,1,1,4,4,2,0,0,0,0,10,4,95,95,95,False,True,False,True,True,False,95
20,0,1,4,0,0,3,3,3,3,0,1,1,0,4,3,92,89,76,True,False,True,False,False,True,81
19,0,1,3,0,1,2,5,3,3,0,0,0,1,6,4,92,87,49,False,True,False,True,True,False,60
20,0,1,2,1,0,3,3,5,5,1,1,1,0,4,3,71,71,71,False,True,False,True,False,True,71
21,1,1,1,0,1,2,3,3,2,1,0,1,0,3,4,92,80,58,True,False,True,False,False,True,89
24,0,1,5,0,0,5,4,4,1,0,1,0,0,8,5,68,92,84,True,False,False,True,True,False,81
23,1,1,7,1,1,2,2,2,2,1,0,0,0,3,3,89,91,79,True,False,False,True,True,False,85
20,1,1,3,0,0,3,4,3,5,1,0,4,0,6,5,75,64,95,True,False,False,True,False,True,72
22,1,1,4,1,1,5,5,1,5,1,1,1,0,6,2,75,79,78,False,True,False,True,False,True,81
16,0,1,2,0,1,2,3,2,2,1,1,1,0,5,4,91,94,88,False,True,False,True,False,True,89
17,0,1,5,1,1,3,4,4,4,1,0,1,0,6,4,82,97,100,True,False,False,True,False,True,93
23,1,0,2,1,1,3,3,3,4,1,1,2,0,8,3,65,68,54,False,True,False,True,False,True,95
19,1,1,9,0,1,4,1,5,2,1,0,1,1,9,5,82,83,93,False,True,False,True,True,False,86
24,1,1,3,1,0,3,3,3,2,0,0,1,1,3,4,94,82,68,False,True,False,True,False,True,81
19,0,1,5,0,1,4,5,5,4,1,1,0,0,4,1,98,98,97,False,True,False,True,False,True,96
24,0,0,5,1,1,1,5,1,1,1,1,4,1,3,3,79,59,61,False,True,False,True,True,False,82
21,0,1,9,1,1,5,3,2,1,1,0,4,0,3,1,52,34,65,True,False,True,False,False,True,50
18,0,0,5,0,1,3,5,2,4,1,1,1,0,7,3,84,66,70,False,True,False,True,True,False,78
9,0,0,3,0,0,4,3,2,4,0,0,1,0,12,5,87,87,90,False,True,False,True,True,False,88
16,1,1,2,0,1,4,3,2,2,1,1,1,0,2,3,94,80,96,True,False,True,False,False,True,78
15,1,1,3,0,0,2,3,2,2,1,1,2,0,4,4,49,55,60,False,True,False,True,True,False,52
24,0,1,2,1,1,2,4,3,2,1,1,4,1,4,1,63,51,47,False,True,False,True,True,False,54
21,0,1,4,0,1,4,3,4,4,1,0,1,0,6,4,81,80,82,True,False,True,False,False,True,81
21,1,0,6,1,1,4,4,4,4,0,1,2,1,5,4,90,92,76,True,False,True,False,True,False,81
28,1,1,5,0,1,3,5,1,1,1,0,3,1,4,2,51,57,66,False,True,False,True,True,False,77
19,0,0,1,1,0,2,2,1,1,0,0,0,0,4,5,48,50,49,False,True,True,False,True,False,52
21,1,1,6,1,1,3,3,3,3,1,0,2,1,5,5,93,88,80,True,False,True,False,True,False,87
20,1,1,4,0,1,4,4,4,4,1,1,0,0,4,4,85,92,87,True,False,True,False,False,True,95
20,0,1,2,0,1,3,4,3,3,1,0,3,1,4,3,97,95,84,False,True,False,True,False,True,92
21,1,1,8,1,1,3,5,1,1,0,0,1,0,4,5,73,75,76,False,True,False,True,True,False,95
20,0,1,9,0,0,5,5,4,4,1,1,1,0,3,5,75,78,70,False,True,True,False,True,False,66
19,1,1,9,1,0,5,5,2,1,1,0,4,0,3,5,42,61,35,True,False,False,True,False,True,46
18,0,1,2,0,1,1,4,3,3,1,0,0,0,3,3,83,58,66,True,False,True,False,False,True,74
19,0,1,1,0,0,3,3,4,4,1,1,1,0,5,3,89,90,93,True,False,True,False,False,True,90
25,0,0,4,1,0,2,3,2,4,1,0,1,0,4,2,88,91,77,False,True,True,False,True,False,97
23,1,1,7,1,1,4,4,4,4,0,1,2,1,5,5,91,89,78,False,True,False,True,False,True,83
15,1,1,1,0,1,2,1,4,3,1,1,1,0,4,4,79,97,91,True,False,True,False,False,True,93
21,1,0,2,1,1,4,2,4,4,1,0,0,1,4,1,67,71,75,False,True,True,False,True,False,76
19,1,1,5,1,1,5,4,3,1,1,0,4,0,5,5,89,92,86,True,False,False,True,True,False,92
19,1,1,6,0,1,1,5,3,2,1,0,0,1,7,5,82,59,67,True,False,True,False,False,True,92
21,0,1,2,0,1,3,4,1,1,1,0,1,0,4,5,82,83,64,True,False,True,False,False,True,85
19,1,0,6,0,1,4,3,4,2,1,0,2,2,3,5,87,95,99,True,False,True,False,False,True,93
16,1,1,4,0,0,3,5,1,3,1,0,1,1,4,4,82,84,90,False,True,True,False,False,True,85
20,1,1,7,1,1,5,4,4,3,1,1,0,2,4,3,91,87,90,True,False,True,False,False,True,89
21,0,1,4,0,0,2,5,4,1,1,0,0,0,3,4,62,56,83,True,False,True,False,True,False,90
22,1,1,6,1,0,4,5,4,1,1,0,1,0,3,3,82,89,79,True,False,False,True,True,False,98
22,0,1,5,0,1,5,5,5,5,1,1,3,1,6,5,89,88,77,True,False,False,True,True,False,83
25,1,1,6,0,1,3,4,4,3,0,0,1,0,6,5,85,80,62,False,True,False,True,True,False,76
18,1,1,8,0,0,3,3,3,1,1,0,2,1,4,4,67,75,65,False,True,True,False,False,True,78
19,1,1,7,1,1,5,5,4,3,1,0,1,0,4,5,78,86,76,False,True,False,True,False,True,86
20,0,1,2,1,1,3,4,4,1,0,0,1,0,4,5,63,65,81,True,False,False,True,False,True,69
20,0,1,2,1,0,3,4,4,4,1,1,1,0,6,4,84,83,84,True,False,True,False,False,True,83
22,1,1,8,1,0,5,4,4,3,1,1,2,1,3,2,72,89,79,True,False,False,True,True,False,87
27,1,0,6,1,1,5,3,5,4,1,1,3,0,4,5,51,31,62,True,False,False,True,True,False,48
24,1,1,10,0,0,1,1,5,3,1,1,2,0,5,5,81,94,81,True,False,True,False,False,True,85
20,1,1,9,0,0,3,3,3,3,1,0,2,1,6,3,80,78,70,False,True,False,True,True,False,76
19,0,1,5,1,0,4,2,3,5,0,0,0,0,2,4,87,78,98,False,True,True,False,True,False,92
24,1,1,10,0,1,3,4,3,3,0,0,1,0,7,5,81,91,65,False,True,False,True,True,False,79
20,0,1,1,1,1,3,3,3,2,1,0,1,0,4,5,78,88,81,True,False,True,False,False,True,82
18,0,1,1,1,1,3,2,3,3,0,0,1,0,4,5,70,75,90,True,False,False,True,True,False,89
6,0,1,7,0,0,3,4,4,3,0,1,0,1,5,3,76,79,76,True,False,True,False,True,False,77
27,0,1,7,1,0,2,5,5,1,1,0,2,1,4,4,75,77,79,True,False,True,False,True,False,95
18,0,1,8,0,1,4,5,3,4,1,1,0,0,3,5,82,75,84,False,True,True,False,False,True,81
18,0,0,4,1,0,1,5,2,3,1,0,1,0,3,4,66,57,90,False,True,False,True,True,False,68
22,0,1,6,0,1,5,2,3,3,1,0,0,1,4,3,75,84,87,False,True,False,True,False,True,73
24,1,0,8,1,1,5,4,2,1,1,1,3,0,5,4,51,60,82,False,True,False,True,True,False,64
20,0,1,2,0,0,3,3,4,3,1,1,1,0,3,3,87,80,65,True,False,True,False,False,True,55
15,1,1,1,1,1,3,1,4,3,1,0,2,1,5,4,57,63,68,True,False,True,False,True,False,65
20,0,1,8,0,0,5,5,4,3,1,0,1,0,5,5,97,96,82,True,False,False,True,False,True,92
31,1,1,1,1,1,2,5,1,0,0,1,1,0,6,5,86,87,70,True,False,False,True,True,False,81
24,0,1,2,0,1,3,4,2,2,1,0,0,1,7,5,80,86,92,False,True,True,False,False,True,68
20,0,1,6,0,0,3,6,3,2,1,0,0,0,6,4,90,91,92,False,True,False,True,False,True,95
16,0,1,2,0,1,3,5,4,4,1,0,3,1,3,4,54,78,87,False,True,False,True,False,True,65
19,1,1,8,0,1,4,5,5,4,1,1,0,0,3,5,78,81,79,False,True,True,False,False,True,80
22,0,1,2,1,0,3,4,2,1,1,0,1,0,4,5,94,92,94,False,True,True,False,False,True,93
18,1,0,6,0,1,1,5,4,3,0,1,3,1,3,2,62,76,84,False,True,True,False,True,False,73
22,1,1,2,1,0,3,3,4,3,1,0,1,1,3,3,86,89,77,True,False,False,True,False,True,92
22,1,1,5,0,0,5,5,3,2,1,1,0,0,5,4,84,98,91,True,False,False,True,False,True,95
19,0,1,5,0,1,3,3,4,4,1,0,1,1,5,4,95,93,80,True,False,False,True,False,True,89
21,0,1,5,1,1,5,4,3,2,1,0,0,1,4,5,94,83,93,True,False,True,False,False,True,90
21,0,1,5,0,0,1,3,1,3,1,1,1,0,4,3,84,86,87,True,False,True,False,True,False,87
18,1,1,6,1,1,2,5,3,3,1,1,1,0,4,5,79,74,70,False,True,True,False,False,True,68
24,1,1,6,1,1,4,4,5,5,0,0,0,1,4,5,59,34,98,True,False,False,True,True,False,64
21,0,1,2,0,1,4,5,1,2,1,1,0,0,5,5,79,78,77,False,True,True,False,False,True,75
16,1,1,1,0,0,4,1,1,1,1,0,3,1,3,3,81,84,88,True,False,True,False,False,True,82
21,1,1,5,1,0,1,5,5,4,0,1,1,1,2,1,95,59,49,True,False,False,True,True,False,81
20,1,1,3,0,0,1,3,5,0,0,1,1,0,3,5,55,55,55,False,True,False,True,False,True,56
22,1,1,2,1,0,4,5,4,4,1,0,0,1,4,5,85,88,76,True,False,False,True,False,True,82
23,0,1,2,0,0,2,5,4,1,1,0,0,0,4,2,71,79,61,False,True,False,True,True,False,70
26,0,1,5,1,0,3,3,3,1,1,0,2,0,5,4,70,68,68,False,True,False,True,False,True,92
21,0,1,4,1,1,4,3,3,4,1,0,1,0,4,5,72,73,74,True,False,True,False,False,True,70
21,0,1,4,0,0,3,4,4,3,1,0,0,0,5,5,80,79,79,True,False,False,True,False,True,77
21,0,0,6,0,1,4,4,4,2,1,0,0,2,5,4,85,84,97,True,False,False,True,False,True,94
20,0,0,4,0,0,3,3,3,3,1,1,1,0,4,3,92,88,80,False,True,True,False,False,True,87
